payment_type,payment_value
boleto,44.09
credit_card,78.18
credit_card,111.3
credit_card,211.94
credit_card,175.64
credit_card,104.48
credit_card,48.01
credit_card,891.91
credit_card,120.0
credit_card,80.18
credit_card,92.71
credit_card,75.99
boleto,41.88
credit_card,22.95
credit_card,38.37
voucher,28.71
credit_card,123.67
credit_card,47.44
credit_card,100.33
credit_card,28.4
credit_card,817.15
credit_card,28.83
credit_card,109.77
credit_card,135.44
credit_card,116.72
credit_card,138.6
boleto,79.46
credit_card,295.4
credit_card,29.08
boleto,88.72
credit_card,57.8
boleto,116.94
credit_card,238.57
credit_card,65.99
credit_card,16.89
boleto,65.11
credit_card,56.78
credit_card,125.94
credit_card,92.57
credit_card,81.77
voucher,14.38
credit_card,383.5
credit_card,254.45
credit_card,43.1
credit_card,85.15
credit_card,110.7
voucher,114.44
credit_card,19.35
credit_card,681.82
credit_card,50.09
credit_card,162.65
credit_card,177.52
credit_card,81.33
voucher,20.0
boleto,70.14
credit_card,67.44
credit_card,101.93
credit_card,59.87
credit_card,88.88
credit_card,178.44
credit_card,435.44
credit_card,76.74
boleto,143.5
boleto,1075.23
credit_card,45.09
credit_card,40.09
credit_card,39.1
boleto,42.58
credit_card,40.86
boleto,815.65
credit_card,59.56
credit_card,61.75
boleto,43.0
credit_card,163.08
boleto,35.84
credit_card,106.31
boleto,97.08
credit_card,67.13
credit_card,99.57
credit_card,25.31
boleto,101.92
credit_card,118.2
credit_card,67.22
credit_card,185.94
credit_card,248.51
credit_card,217.09
credit_card,96.69
boleto,77.57
credit_card,419.3
credit_card,115.35
credit_card,840.82
credit_card,189.62
credit_card,37.37
credit_card,35.0
credit_card,248.85
credit_card,38.17
credit_card,48.23
credit_card,159.02
voucher,199.15
boleto,425.04
credit_card,138.94
credit_card,124.02
boleto,55.0
credit_card,51.41
credit_card,167.77
credit_card,84.42
boleto,168.29
boleto,175.77
credit_card,690.68
credit_card,69.33
boleto,47.18
credit_card,152.5
boleto,102.03
boleto,101.25
voucher,61.22
credit_card,152.72
credit_card,79.19
credit_card,43.72
credit_card,35.34
credit_card,95.64
boleto,61.29
credit_card,90.45
credit_card,120.05
credit_card,619.86
boleto,82.97
credit_card,58.98
boleto,124.09
credit_card,33.85
credit_card,127.92
credit_card,211.6
boleto,52.38
credit_card,60.24
credit_card,61.96
boleto,406.95
credit_card,132.47
credit_card,137.0
credit_card,36.87
credit_card,179.04
credit_card,98.33
boleto,57.51
credit_card,77.53
credit_card,89.36
credit_card,21.39
credit_card,72.66
credit_card,78.09
credit_card,340.72
credit_card,122.01
boleto,81.72
credit_card,115.3
credit_card,70.34
credit_card,412.42
boleto,102.78
credit_card,71.29
credit_card,106.87
credit_card,179.86
boleto,28.17
credit_card,270.26
boleto,31.13
boleto,198.5
credit_card,124.92
credit_card,151.7
credit_card,134.45
credit_card,65.79
credit_card,147.07
credit_card,51.79
credit_card,228.41
credit_card,70.89
credit_card,172.19
credit_card,52.26
credit_card,65.22
credit_card,58.63
credit_card,137.28
credit_card,114.06
credit_card,47.87
credit_card,197.63
credit_card,194.78
voucher,56.42
credit_card,148.18
boleto,597.2
credit_card,57.55
credit_card,219.77
boleto,35.86
credit_card,116.94
credit_card,213.7
credit_card,20.28
boleto,69.49
credit_card,104.68
credit_card,195.43
credit_card,68.34
credit_card,186.56
credit_card,49.92
credit_card,74.16
credit_card,99.58
voucher,195.12
credit_card,284.02
credit_card,27.67
boleto,73.15
voucher,43.89
credit_card,165.39
credit_card,105.29
credit_card,52.18
credit_card,378.05
boleto,47.84
credit_card,24.38
credit_card,372.72
credit_card,56.92
credit_card,147.61
credit_card,179.13
credit_card,94.87
credit_card,126.09
voucher,72.3
boleto,130.81
credit_card,155.73
credit_card,89.63
credit_card,210.23
credit_card,202.83
credit_card,206.44
voucher,1.63
voucher,28.6
credit_card,215.14
credit_card,261.07
voucher,24.51
credit_card,117.08
credit_card,67.9
boleto,91.05
credit_card,105.28
credit_card,57.77
credit_card,102.03
credit_card,117.46
boleto,217.64
boleto,157.3
debit_card,92.3
credit_card,167.82
boleto,137.57
credit_card,57.17
credit_card,38.09
boleto,73.8
credit_card,151.6
credit_card,92.49
credit_card,189.56
credit_card,151.18
credit_card,299.39
boleto,20.42
credit_card,315.06
credit_card,98.7
credit_card,188.3
credit_card,1017.63
credit_card,97.39
credit_card,101.0
credit_card,134.46
boleto,36.69
credit_card,132.64
credit_card,361.16
boleto,112.98
credit_card,31.63
credit_card,46.13
credit_card,154.11
credit_card,406.16
boleto,76.38
credit_card,113.52
credit_card,5.7
credit_card,639.77
credit_card,139.8
credit_card,121.9
credit_card,151.87
credit_card,207.24
credit_card,1173.56
credit_card,315.89
credit_card,50.26
credit_card,137.75
boleto,53.73
credit_card,55.55
credit_card,141.58
credit_card,152.44
credit_card,205.19
credit_card,167.39
credit_card,71.44
voucher,156.55
credit_card,355.02
credit_card,34.1
credit_card,46.77
credit_card,126.19
credit_card,33.34
boleto,229.65
voucher,84.05
boleto,37.77
boleto,162.55
credit_card,278.11
credit_card,66.23
credit_card,33.68
boleto,178.0
credit_card,59.06
boleto,102.74
boleto,71.27
credit_card,657.63
credit_card,51.44
credit_card,136.91
boleto,85.14
credit_card,163.03
credit_card,313.54
credit_card,200.35
credit_card,120.19
credit_card,144.98
credit_card,10.9
credit_card,49.53
credit_card,79.24
credit_card,93.5
boleto,44.49
credit_card,84.15
voucher,40.1
credit_card,350.56
credit_card,55.83
credit_card,39.26
boleto,208.54
credit_card,196.72
credit_card,124.01
voucher,63.42
voucher,31.17
credit_card,134.49
credit_card,186.9
credit_card,35.36
credit_card,39.09
credit_card,119.47
boleto,105.28
credit_card,54.01
credit_card,158.94
boleto,110.26
credit_card,135.51
credit_card,32.42
credit_card,852.37
boleto,36.35
credit_card,67.36
credit_card,123.54
credit_card,1891.63
credit_card,69.73
credit_card,186.01
boleto,51.04
debit_card,184.77
credit_card,97.87
credit_card,214.69
credit_card,135.64
credit_card,257.08
credit_card,91.42
credit_card,42.67
credit_card,105.57
boleto,69.9
credit_card,85.6
credit_card,66.65
boleto,134.63
credit_card,76.97
credit_card,223.19
credit_card,198.3
voucher,100.0
credit_card,459.63
credit_card,169.0
credit_card,38.09
credit_card,15.43
credit_card,347.7
credit_card,62.01
credit_card,1310.95
credit_card,76.08
credit_card,66.39
credit_card,159.56
credit_card,114.04
credit_card,51.42
credit_card,104.7
credit_card,179.86
credit_card,110.63
boleto,82.55
credit_card,133.06
boleto,114.68
credit_card,28.62
credit_card,98.34
credit_card,49.29
credit_card,209.3
credit_card,154.52
credit_card,122.92
credit_card,77.57
boleto,66.69
credit_card,194.12
credit_card,239.39
credit_card,840.26
credit_card,239.54
credit_card,98.97
credit_card,205.31
credit_card,573.74
credit_card,437.84
credit_card,177.55
credit_card,133.71
credit_card,396.32
credit_card,22.29
credit_card,235.12
boleto,171.98
credit_card,204.55
credit_card,48.13
credit_card,302.62
voucher,86.94
credit_card,160.16
credit_card,125.98
credit_card,77.19
voucher,184.27
credit_card,66.25
credit_card,119.64
credit_card,84.65
boleto,131.76
credit_card,110.61
credit_card,30.09
boleto,113.62
credit_card,59.23
credit_card,38.68
boleto,66.1
boleto,162.19
credit_card,69.14
boleto,25.5
credit_card,171.0
credit_card,254.04
credit_card,116.16
boleto,287.55
credit_card,127.82
boleto,266.83
credit_card,689.93
credit_card,19.78
credit_card,109.77
voucher,37.77
credit_card,139.62
credit_card,60.85
credit_card,16.22
credit_card,233.83
credit_card,138.15
credit_card,39.59
credit_card,57.72
credit_card,98.82
credit_card,96.47
boleto,131.21
credit_card,45.39
credit_card,8.93
credit_card,244.8
credit_card,251.63
credit_card,161.9
credit_card,253.07
credit_card,45.1
credit_card,148.07
voucher,163.58
credit_card,101.72
boleto,214.32
credit_card,179.22
voucher,50.0
credit_card,154.62
voucher,25.0
boleto,202.07
credit_card,291.52
credit_card,71.62
credit_card,36.77
boleto,255.93
voucher,32.22
boleto,53.27
credit_card,203.05
boleto,45.95
credit_card,54.1
credit_card,185.94
credit_card,49.12
credit_card,195.48
boleto,56.22
credit_card,53.05
credit_card,127.92
credit_card,743.56
credit_card,96.71
credit_card,121.78
boleto,168.27
credit_card,72.56
boleto,449.74
credit_card,223.19
boleto,73.94
voucher,27.4
credit_card,74.05
boleto,35.4
credit_card,172.34
credit_card,107.99
credit_card,48.3
credit_card,80.77
credit_card,88.76
credit_card,109.07
credit_card,60.0
credit_card,35.0
boleto,35.1
boleto,276.08
credit_card,67.5
credit_card,176.11
credit_card,37.44
boleto,169.48
voucher,40.4
credit_card,47.51
boleto,69.56
credit_card,44.24
credit_card,54.0
credit_card,22.79
credit_card,75.07
boleto,64.03
credit_card,186.43
credit_card,147.06
credit_card,116.94
credit_card,60.85
credit_card,136.98
boleto,139.28
credit_card,63.1
credit_card,67.22
voucher,5.31
credit_card,908.43
boleto,20.29
boleto,112.4
credit_card,69.73
credit_card,93.49
credit_card,58.6
credit_card,38.78
credit_card,61.87
credit_card,21.04
credit_card,68.89
boleto,105.3
credit_card,126.19
credit_card,303.76
credit_card,510.3
credit_card,26.24
credit_card,199.14
credit_card,120.4
credit_card,476.85
boleto,103.19
credit_card,42.69
credit_card,311.33
credit_card,91.23
credit_card,137.83
credit_card,99.7
credit_card,66.82
credit_card,328.05
credit_card,123.2
credit_card,64.22
credit_card,58.16
credit_card,538.07
credit_card,64.0
credit_card,230.0
credit_card,79.73
boleto,30.69
boleto,61.85
credit_card,69.32
boleto,142.69
credit_card,76.79
credit_card,325.35
credit_card,46.78
credit_card,243.62
boleto,55.0
boleto,413.96
credit_card,155.25
credit_card,19.39
credit_card,521.56
voucher,25.0
credit_card,200.35
voucher,201.65
credit_card,40.09
credit_card,59.09
credit_card,136.93
credit_card,234.3
credit_card,85.14
credit_card,98.56
credit_card,63.12
credit_card,434.35
credit_card,114.28
credit_card,177.37
credit_card,80.49
credit_card,33.9
credit_card,2759.95
boleto,45.48
credit_card,136.46
voucher,86.3
boleto,31.0
credit_card,70.27
debit_card,42.9
credit_card,89.19
credit_card,249.39
debit_card,20.89
boleto,113.42
credit_card,215.83
boleto,55.04
boleto,72.45
credit_card,40.05
boleto,52.77
credit_card,113.55
boleto,199.26
credit_card,68.43
credit_card,118.7
debit_card,144.78
credit_card,75.53
credit_card,1326.79
boleto,73.34
credit_card,32.13
credit_card,127.9
credit_card,149.73
credit_card,150.78
credit_card,578.78
credit_card,49.45
credit_card,406.38
credit_card,63.27
credit_card,248.33
credit_card,48.21
credit_card,285.73
boleto,184.17
credit_card,83.12
credit_card,96.66
credit_card,51.85
boleto,56.78
credit_card,45.09
boleto,157.78
voucher,118.35
credit_card,108.3
credit_card,47.6
credit_card,266.44
credit_card,172.84
credit_card,827.91
credit_card,142.14
boleto,61.84
credit_card,179.6
credit_card,74.31
credit_card,50.62
credit_card,190.0
credit_card,75.65
voucher,175.64
credit_card,112.35
credit_card,175.9
credit_card,43.62
credit_card,327.01
credit_card,141.67
credit_card,88.9
boleto,67.18
credit_card,211.25
boleto,141.47
credit_card,320.07
credit_card,108.3
boleto,97.83
credit_card,275.5
boleto,36.73
credit_card,53.65
credit_card,82.88
credit_card,110.12
credit_card,114.79
credit_card,596.27
boleto,85.6
credit_card,93.09
credit_card,70.76
credit_card,217.29
credit_card,97.71
credit_card,449.92
boleto,145.53
credit_card,69.04
boleto,34.27
credit_card,103.29
credit_card,69.73
credit_card,64.03
credit_card,69.0
credit_card,72.9
debit_card,133.27
credit_card,229.65
boleto,104.91
credit_card,51.46
credit_card,68.89
credit_card,210.56
boleto,106.47
credit_card,264.38
credit_card,45.48
credit_card,42.32
credit_card,74.85
credit_card,215.16
credit_card,87.71
credit_card,1101.51
debit_card,199.26
credit_card,754.27
credit_card,1381.87
debit_card,57.51
credit_card,195.0
boleto,39.09
credit_card,40.22
credit_card,101.28
credit_card,144.35
credit_card,69.14
credit_card,174.13
credit_card,106.56
credit_card,48.27
credit_card,232.71
credit_card,166.48
credit_card,35.4
credit_card,385.42
credit_card,316.18
voucher,80.47
credit_card,34.75
credit_card,76.65
boleto,76.3
credit_card,74.12
credit_card,73.05
credit_card,151.58
credit_card,128.72
credit_card,45.46
credit_card,53.33
credit_card,24.08
credit_card,32.69
credit_card,54.09
credit_card,68.88
credit_card,377.09
credit_card,147.78
boleto,159.12
credit_card,5.99
voucher,100.0
credit_card,629.63
credit_card,97.87
credit_card,107.5
credit_card,153.83
credit_card,71.12
credit_card,150.0
boleto,127.64
credit_card,208.77
boleto,135.46
boleto,167.39
credit_card,117.01
credit_card,255.42
credit_card,163.46
credit_card,528.22
credit_card,51.56
boleto,420.9
credit_card,130.01
credit_card,46.13
boleto,149.16
boleto,148.35
credit_card,115.45
credit_card,48.23
credit_card,337.5
voucher,10.51
credit_card,69.14
boleto,101.12
credit_card,64.62
credit_card,89.36
credit_card,312.49
credit_card,53.61
voucher,100.0
boleto,468.25
credit_card,24.73
credit_card,188.94
credit_card,204.07
credit_card,202.16
boleto,48.08
credit_card,103.11
credit_card,113.6
credit_card,93.28
credit_card,78.91
credit_card,232.09
voucher,82.67
boleto,36.38
boleto,62.46
boleto,109.82
credit_card,218.21
credit_card,29.77
boleto,58.27
credit_card,3.39
credit_card,147.84
credit_card,247.85
credit_card,147.06
credit_card,44.5
credit_card,111.62
credit_card,111.84
credit_card,48.1
credit_card,63.54
credit_card,247.83
credit_card,96.22
credit_card,141.35
credit_card,226.31
credit_card,183.53
boleto,195.12
boleto,173.67
credit_card,88.64
credit_card,126.21
voucher,193.46
credit_card,44.09
credit_card,254.24
credit_card,480.4
boleto,107.78
boleto,351.54
credit_card,35.68
boleto,87.8
boleto,121.9
credit_card,31.96
boleto,166.59
credit_card,372.75
credit_card,81.5
credit_card,26.77
credit_card,167.05
credit_card,138.48
credit_card,28.62
credit_card,85.15
credit_card,92.5
credit_card,58.28
boleto,202.12
credit_card,80.65
credit_card,126.89
credit_card,87.15
credit_card,37.53
credit_card,0.67
credit_card,24.02
credit_card,56.39
credit_card,32.29
credit_card,34.78
credit_card,62.62
credit_card,48.81
credit_card,113.76
credit_card,1963.14
credit_card,32.72
credit_card,105.28
credit_card,296.96
credit_card,3048.27
boleto,32.99
boleto,86.15
credit_card,61.42
boleto,89.75
credit_card,186.87
credit_card,197.91
credit_card,115.35
credit_card,43.62
credit_card,5.65
credit_card,74.01
credit_card,117.85
boleto,205.54
boleto,199.04
boleto,483.51
credit_card,219.63
credit_card,192.69
boleto,72.76
credit_card,198.73
credit_card,128.66
credit_card,86.02
credit_card,81.0
credit_card,59.86
credit_card,41.84
boleto,83.93
credit_card,99.9
credit_card,72.42
credit_card,335.46
credit_card,104.72
credit_card,213.11
voucher,50.0
boleto,186.47
boleto,31.66
voucher,29.34
credit_card,47.43
credit_card,244.72
credit_card,109.75
credit_card,63.83
credit_card,78.42
credit_card,147.45
credit_card,136.95
credit_card,150.52
boleto,177.49
credit_card,352.98
credit_card,30.29
credit_card,232.73
credit_card,58.92
boleto,58.62
credit_card,66.42
credit_card,215.48
boleto,233.67
credit_card,73.06
credit_card,56.49
credit_card,124.8
credit_card,124.6
credit_card,352.98
credit_card,41.99
credit_card,77.11
credit_card,63.61
credit_card,188.22
credit_card,47.69
credit_card,156.32
credit_card,122.62
credit_card,167.8
voucher,71.8
credit_card,118.89
credit_card,163.08
boleto,91.55
credit_card,96.12
credit_card,49.91
voucher,28.09
credit_card,68.25
boleto,134.39
boleto,80.67
credit_card,114.18
credit_card,248.57
credit_card,24.72
debit_card,79.61
credit_card,75.17
credit_card,48.29
credit_card,82.9
credit_card,311.17
credit_card,373.1
boleto,142.34
credit_card,40.86
credit_card,571.42
credit_card,109.75
boleto,57.51
credit_card,62.78
credit_card,89.47
credit_card,87.62
credit_card,400.8
voucher,7.8
credit_card,96.1
credit_card,259.83
credit_card,334.98
credit_card,95.99
voucher,50.0
boleto,71.38
boleto,273.48
credit_card,88.95
voucher,25.28
credit_card,72.77
credit_card,98.88
credit_card,89.88
credit_card,61.75
credit_card,202.76
credit_card,257.61
credit_card,52.04
boleto,50.68
credit_card,367.2
boleto,298.22
credit_card,30.82
credit_card,46.0
voucher,50.0
boleto,111.8
credit_card,218.49
voucher,0.01
credit_card,225.12
boleto,149.89
boleto,66.17
credit_card,46.85
credit_card,286.64
boleto,63.95
boleto,208.07
credit_card,134.36
credit_card,67.1
boleto,77.57
credit_card,80.88
credit_card,192.47
voucher,29.86
credit_card,38.68
boleto,104.37
boleto,51.75
credit_card,103.92
credit_card,25.89
credit_card,220.86
credit_card,68.52
boleto,42.27
credit_card,188.5
boleto,41.5
credit_card,126.74
credit_card,223.14
credit_card,133.76
credit_card,342.03
credit_card,131.61
boleto,71.14
credit_card,64.83
credit_card,118.28
credit_card,52.77
credit_card,389.12
credit_card,58.16
credit_card,123.92
credit_card,162.7
credit_card,98.34
credit_card,762.4
credit_card,71.36
credit_card,108.87
credit_card,738.53
credit_card,101.74
credit_card,208.63
boleto,36.72
credit_card,36.59
credit_card,107.07
credit_card,22.33
voucher,67.96
boleto,159.03
credit_card,59.33
credit_card,297.95
boleto,67.32
credit_card,77.75
voucher,14.26
credit_card,71.04
credit_card,99.24
credit_card,51.1
credit_card,37.9
credit_card,253.88
boleto,84.44
credit_card,106.5
debit_card,81.43
credit_card,68.43
debit_card,1024.76
credit_card,148.15
credit_card,269.28
boleto,98.35
credit_card,219.54
boleto,212.22
boleto,114.23
boleto,116.94
credit_card,157.13
credit_card,223.32
credit_card,319.25
boleto,67.93
debit_card,105.81
credit_card,189.97
credit_card,83.06
credit_card,64.22
boleto,255.33
credit_card,236.9
credit_card,147.9
credit_card,110.0
credit_card,231.62
credit_card,29.85
credit_card,89.61
credit_card,116.75
credit_card,127.88
credit_card,26.07
credit_card,188.89
credit_card,31.74
credit_card,55.1
